,Job_Number,Job_Type,ResidFlag,NonresFlag,Job_Status,CompltYear,PermitYear,ClassAInit,ClassAProp,ClassANet,HotelInit,HotelProp,OtherBInit,OtherBProp,UnitsCO,Boro,BIN,BBL,AddressNum,AddressSt,Occ_Init,Occ_Prop,Job_Desc,DateFiled,DatePermit,DateLstUpd,DateComplt,ZoningDst1,ZoningDst2,ZoningDst3,SpeclDst1,SpeclDst2,Landmark,FloorsInit,FloorsProp,Enlargemnt,Ownership,CenBlock10,BCTCB2010,BCT2010,NTA2010,NTAName10,PUMA2010,CommntyDst,CouncilDst,SchSubDist,SchCommnty,SchElmntry,SchMiddle,FireCmpany,FireBattln,FireDivsn,PolicePcnt,PL_FIRM07,PL_PFIRM15,Latitude,Longitude,GeomSource,DCPEdited,Version
3384,121205711,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,12.0,12.0, , , , ,0.0,1,1004110,1003440139,66,CLINTON STREET,Empty Site,Residential: 3 or More Units (R-2),HEREWITH FILING A NEW 8 STORY BUILDING RESIDENTIAL USE ONLY.,2019-07-02,11/18/2020 0:00:00,2020-11-18,,R7A, , , , , ,0.0,8.0, ,Private For-Profit: Partnership,360610022012001,10022012001,1002201,MN28,Lower East Side,3809,103,1,1_2,1,502,81,L018,4,1,7, , ,40.719312825,-73.9847256403,BIN DOB buildingfootprints, ,20Q4
3389,121205800,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,20.0,20.0, , , , ,0.0,1,1089288,1020510006,349,WEST  141 STREET,Empty Site,Residential: 3 or More Units (R-2),HEREWITH FILING NEW (8) EIGHT STORY RESIDENTIAL BUILDING.,2019-07-26,12/21/2020 0:00:00,2020-12-21,,R7A, , , , , ,0.0,8.0, ,Private For-Profit: Corporation,360610227003001,10227003001,1022700,MN04,Hamilton Heights,3802,109,9,5_2,5,569,100,E069,16,6,30, , ,40.821233,-73.94544,Lat/Lon geosupport, ,20Q4
3392,121205908,Alteration,Residential,Non-Residential,3. Permitted for Construction, ,2020,0.0,12.0,12.0,0,0,18,0,0.0,1,1004054,1003150045,228,EAST BROADWAY,Unknown (H-2),Residential: 3 or More Units (R-2),ALTERATION TYPE 1 RENOVATION TO EXISTING COMMUNITY FACILITY AS PER PLANS,2019-08-08,7/21/2020 0:00:00,2020-07-21,,R8, , , , ,Yes,8.0,8.0, ,Private For-Profit: Corporation,360610014012002,10014012002,1001401,MN28,Lower East Side,3809,103,1,1_1,1,502,81,E015,4,1,7, , ,40.714597382,-73.9867147463,BIN DOB buildingfootprints,hotel_init/nhotel_prop/notherb_init/notherb_prop/nclassa_init/nclassa_prop,20Q4
3401,121206024,Alteration,Residential, ,3. Permitted for Construction, ,2020,12.0,7.0,-5.0, , , , ,0.0,1,1082473,1003850002,21,AVENUE B,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),HEREWITH FILING ALT I TO SPLIT EXISTING OLD LAW TENEMENT BUILDING INTO TWO SEPARATE BUILDINGS. ADD TWO ADDITIONAL FLOORS ON TOP OF EXISTING BUILDING TO REMAIN.,2019-08-27,6/17/2020 0:00:00,2020-09-28,,R7A, , , , , ,4.0,6.0, ,Private For-Profit: Partnership,360610022021001,10022021001,1002202,MN28,Lower East Side,3809,103,2,1_3,1,502,81,E028,4,1,9, , ,40.7221009376,-73.9831231087,BIN DOB buildingfootprints, ,20Q4
3402,121206033,Alteration,Residential, ,3. Permitted for Construction, ,2020,12.0,7.0,-5.0, , , , ,0.0,1,1090905,1003850003,23,AVENUE B,Residential: 3 or More Units (J-2),Residential: 3 or More Units (R-2),HEREWITH FILING ALT I TO SPLIT EXISTING OLD LAW TENEMENT BUILDING INTO TWO SEPARATE BUILDINGS. ADD TWO ADDITIONAL FLOORS ON TOP OF EXISTING BUILDING TO REMAIN.,2019-08-27,7/1/2020 0:00:00,2020-07-01,,R7A, , , , , ,4.0,6.0, ,Private For-Profit: Partnership,360610022021001,10022021001,1002202,MN28,Lower East Side,3809,103,2,1_3,1,502,81,E028,4,1,9, , ,40.7221820035,-73.9830812997,BIN DOB buildingfootprints, ,20Q4
3404,121206051,Alteration,Residential,Non-Residential,3. Permitted for Construction, ,2020,2.0,2.0,0.0, , , , ,0.0,1,1031608,1012040048,44,WEST   91 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"CONVERT MIXED-USE TWO-FAMILY + DOCTORS OFFICE TO TWO-FAMILY, MINOR RELATED INTERIOR WORK.",2019-08-29,2/27/2020 0:00:00,2020-02-27,,R7-2, , , , ,Yes,4.0,4.0, ,Private For-Profit: Individual,360610177006000,10177006000,1017700,MN12,Upper West Side,3806,107,6,3_1,3,784,402,L022,11,3,24, , ,40.7889180351,-73.9685452769,BIN DOB buildingfootprints, ,20Q4
3405,121206079,Alteration,Residential,Non-Residential,3. Permitted for Construction, ,2020,74.0,76.0,2.0, , , , ,0.0,1,1063357,1021370040,80,FORT WASHINGTON AVENUE,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),INTERIOR RENOVATION TO CONVERT CHURCH INTO A 1ST FLOOR DUPLEX APARTMENT WITH P ARTIAL CELLAR AND TO SUBDIVIDE ONE APARTMENT INTO TWO ON 2ND FLOOR.,2019-08-30,7/30/2020 0:00:00,2020-07-30,,R8, , , , , ,6.0,6.0, ,Private For-Profit: Partnership,360610245003000,10245003000,1024500,MN36,Washington Heights South,3801,112,7,6_2,6,583,108,E084,13,7,33, , ,40.8378137437,-73.9435812232,BIN DOB buildingfootprints, ,20Q4
3408,121206140,New Building,Residential,Non-Residential,3. Permitted for Construction, ,2020,0.0,480.0,480.0, , , , ,0.0,1,1014254,1007780018,241,WEST   28 STREET,Empty Site,Residential: 3 or More Units (R-2),"PROPOSED NEW 22-STORY MIXED USE BUILDING ON FLOORS CEL, 001-022 AND ROF, AS SHOWN ON PLANS.",2019-09-16,10/21/2020 0:00:00,2020-12-23,,M1-5, , , , , ,0.0,22.0, ,Private For-Profit: Corporation,360610095002001,10095002001,1009500,MN17,Midtown-Midtown South,3807,105,3,2_3,2,517,88,L024,7,1,10, , ,40.748304,-73.994951,Lat/Lon geosupport, ,20Q4
3411,121206177,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,1,1081204,1013690022,461,EAST   57 STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),CONVERSION OF ONE FAMILY DWELLING INTO A 2 FAMILY DWELLING. NO ENLARGEMENT.,2019-09-16,1/7/2020 0:00:00,2020-01-07,,R10, , , , , ,4.0,4.0, ,Private For-Profit: Individual,360610106012000,10106012000,1010601,MN19,Turtle Bay-East Midtown,3808,106,5,2_4,2,523,98,E008,8,3,17, , ,40.7576765283,-73.9608825459,BIN DOB buildingfootprints, ,20Q4
3413,121206211,Alteration,Residential, ,3. Permitted for Construction, ,2020,10.0,10.0,0.0, , , , ,0.0,1,1055887,1018490050,374,WEST  116 STREET,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),INTERIOR RENOVATIONS TO CREATE ACCESSORY SPACE AT CELLAR FOR APT 1A ON THE 1ST FLOOR.,2019-09-17,1/9/2020 0:00:00,2020-02-24,,R8A, , , , , ,5.0,5.0, ,Private For-Profit: Partnership,360610201023000,10201023000,1020102,MN11,Central Harlem South,3803,110,9,3_2,3,544,95,L040,11,3,28, , ,40.8053248399,-73.9579843519,BIN DOB buildingfootprints, ,20Q4
3414,121206239,Alteration,Residential, ,3. Permitted for Construction, ,2020,50.0,51.0,1.0, , , , ,0.0,1,1059880,1019950001,550,RIVERSIDE DRIVE,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),INTERIOR RENOVATION TO DIVIDE 1 APARTMENT INTO 2 APARTMENTS,2019-09-17,1/15/2020 0:00:00,2020-01-15,,R8, , , , , ,6.0,6.0, ,Private For-Profit: Partnership,360610211002000,10211002000,1021100,MN09,Morningside Heights,3802,109,7,5_1,5,577,100,E047,11,3,26, , ,40.8160677038,-73.9601964585,BIN DOB buildingfootprints, ,20Q4
3416,121206266,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,1.0,-3.0, , , , ,0.0,1,1010910,1006130012,246,WEST   11 STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),RENOVATION AND CONVERSION OF EXISTING 4 FAMILY MULTIPLE DWELLING TO ONE FAMILY. ARCHITECTURAL WORK TYPE. NEW CERTIFICATE OF OCCUPANCY TO BE OBTAINED.,2019-09-25,8/12/2020 0:00:00,2020-12-02,,R6, , , , ,Yes,4.0,4.0, ,Private For-Profit: Corporation,360610073006000,10073006000,1007300,MN23,West Village,3810,102,3,2_2,2,875,94,Q018,2,1,6, , ,40.7360912623,-74.00320103,BIN DOB buildingfootprints, ,20Q4
3417,121206337,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,52.0,52.0, , , , ,0.0,1,1004055,1003150047,232,EAST BROADWAY,Empty Site,Residential: 3 or More Units (R-2),FILING NB AS PER PLANS,2019-10-02,10/15/2020 0:00:00,2020-09-29,,R8, , , , , ,0.0,30.0, ,Private For-Profit: Corporation,360610014012002,10014012002,1001401,MN28,Lower East Side,3809,103,1,1_1,1,502,81,E015,4,1,7, , ,40.7146119873,-73.9865463091,BIN DOB buildingfootprints, ,20Q4
3418,121206346,Alteration,Residential, ,3. Permitted for Construction, ,2020,15.0,14.0,-1.0, , , , ,0.0,1,1058380,1019220053,264,WEST  117 STREET,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),"SUBSTANTIAL RENOVATION OF 5 STORY + CELLAR WALK UP APT. BUILDING.  FIRE ALARM AND SEPARATE TRADES UNDER SEPARATE FILINGS M00242725, M0024272, M00242703, M00242622, M00238857.",2019-10-03,10/15/2020 0:00:00,2020-12-24,,R7A, , , , , ,5.0,5.0, ,"Government, City: Corporation",360610218004002,10218004002,1021800,MN11,Central Harlem South,3803,110,9,3_2,3,545,95,L040,11,3,28, , ,40.8044800315,-73.9539283322,BIN DOB buildingfootprints, ,20Q4
3420,121206364,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,8.0,8.0, , , , ,0.0,1,1091584,1017260036,2086,5 AVENUE,Empty Site,Residential: 3 or More Units (R-2),"PROPOSED 4 STORY, PENTHOUSE AND CELLAR RESIDENTIAL BUILDING. MECHINCAL, SPRINK LER AND PLUMBING WORKTYPES FILED IN DOB NOW UNDER JOB #M00256422 &amp; M00256405.",2019-10-09,1/31/2020 0:00:00,2020-08-12,,R7-2, , , , , ,0.0,4.0, ,Private For-Profit: Partnership,360610208002002,10208002002,1020800,MN03,Central Harlem North-Polo Grounds,3803,110,9,5_1,5,573,100,L030,16,6,32, , ,40.808737,-73.94092,Lat/Lon geosupport, ,20Q4
3422,121206391,Alteration,Residential, ,3. Permitted for Construction, ,2020,45.0,27.0,-18.0,0,0,0,0,0.0,1,1057415,1019010051,138,WEST  117 STREET,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),"SUBSTANTIAL RENOVATION AND MERGER OF EXISTING 5 STORY + CELLAR WALK UP APT. BUILDINGS 138 W 117 STREET &amp; 140 W 117 STREET. FIRE ALARM AND SEPARATE TRADES UNDER SEPARATE FILINGS M00243244, M00243235, M00243216, M00243193, M00204750",2019-10-09,10/15/2020 0:00:00,2020-12-24,,R7-2, , , , , ,5.0,5.0, ,"Government, City: Corporation",360610218001001,10218001001,1021800,MN11,Central Harlem South,3803,110,9,3_2,3,549,95,E058,12,3,28, , ,40.8032150467,-73.9509325706,BIN DOB buildingfootprints,hotel_init/nhotel_prop/notherb_init/notherb_prop,20Q4
3427,121206471,Alteration,Residential, ,3. Permitted for Construction, ,2020,58.0,58.0,0.0, , , , ,0.0,1,1024904,1010290036,200,WEST   58 STREET,Residential: 3 or More Units (J-2),Residential: 3 or More Units (R-2),APPLICATION FILED TO INDICATE NEW METES AND BOUND OF NEW ZONING LOT. IN CONJUNCTION WITH NB #121328205.,2019-10-23,2/3/2020 0:00:00,2020-02-03,,C5-1, , , , , ,12.0,12.0, ,Private For-Profit: Partnership,360610137004003,10137004003,1013700,MN17,Midtown-Midtown South,3807,105,4,2_4,2,521,88,E023,9,3,18, , ,40.766131397,-73.979957892,BIN DOB buildingfootprints, ,20Q4
3428,121206480,Alteration,Residential,Non-Residential,3. Permitted for Construction, ,2020,8.0,8.0,0.0, , , , ,0.0,1,1089620,1003087501,42,ALLEN STREET,Residential: 3 or More Units (R-2),Residential: 3 or More Units (R-2),CHANGE USE OF PORTION OF 1ST FLOOR FROM USE GROUP 6 (STORE) TO USE GROUP 4 (TREATMENT HEALTH CARE FACILITY). CHANGE USE OF SECOND FLOOR FROM USE GROUP 4 (COMMUNITY CENTER) TO USE GROUP 6 (COMMERCIAL CLUB).ALL ZONING AND CODE PREVIOUSLY APPROVED UNDER NB,2019-10-24,12/11/2020 0:00:00,2020-12-11,,C6-2, , , , , ,8.0,8.0, ,Private For-Profit: Corporation,360610016004002,10016004002,1001600,MN27,Chinatown,3809,103,1,2_1,2,509,87,E015,4,1,7, , ,40.7163155631,-73.9915533768,BIN DOB buildingfootprints, ,20Q4
3430,121206505,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,8.0,7.0,0,0,11,0,0.0,1,1057926,1019120155,156,WEST  128 STREET,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),THIS APPLICATION IS FILED TO CONVERT THE EXISTING 11 CLASS 'B' UNITS AND ONE CLASS 'A' TO 8 FAMILY CLASS 'A' WITH NO CHANGE IN BUILDING BULK,2019-10-28,3/13/2020 0:00:00,2020-03-13,,R7-2, , , , , ,4.0,4.0, ,Private For-Profit: Corporation,360610224002000,10224002000,1022400,MN03,Central Harlem North-Polo Grounds,3803,110,9,5_1,5,574,100,L030,16,6,32, , ,40.8103775619,-73.9461307016,BIN DOB buildingfootprints,hotel_init/nhotel_prop/notherb_init/notherb_prop/nclassa_init,20Q4
3433,121206578,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,9.0,5.0, , , , ,0.0,1,1020166,1009150054,214,EAST   35 STREET,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),PROPOSED ALTERATION AND ENLARGEMENT TO AN EXISTING 4 STORY + CELLAR,2019-11-14,11/13/2020 0:00:00,2020-12-02,,R8B, , , , , ,4.0,5.0,Horizontal and Vertical,Private For-Profit: Individual,360610078004001,10078004001,1007800,MN20,Murray Hill-Kips Bay,3808,106,2,2_4,2,518,98,L007,8,3,17, , ,40.7459496383,-73.9770282859,BIN DOB buildingfootprints, ,20Q4
3439,121206685,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,142.0,142.0, , , , ,0.0,1,1091635,1019950026,600,WEST  125 STREET,Empty Site,Residential: 3 or More Units (R-2),FILING HEREWITH NEW BUILDING AS PER PLANS.,2019-12-04,10/6/2020 0:00:00,2020-07-29,,R8, , , , , ,0.0,34.0, ,Private Non-Profit: Corporation,360610211002000,10211002000,1021100,MN09,Morningside Heights,3802,109,7,5_1,5,577,100,E047,11,3,26, , ,40.815812,-73.95884,Lat/Lon geosupport, ,20Q4
3441,121206747,Alteration,Residential, ,3. Permitted for Construction, ,2020,5.0,7.0,2.0, , , , ,0.0,1,1085692,1022410106,59,COOPER STREET,Residential: 3 or More Units (J-2),Residential: 3 or More Units (R-2),INTERIOR RENOVATION TO SUBDIVIDE 2 DUPLEX APARTMENTS INTO 2 SEPARATE DWELLING UNITS EACH ON 3RD AND 4TH FLOOR,2019-12-06,6/15/2020 0:00:00,2020-06-15,,R7A, , , , , ,4.0,4.0, ,Private For-Profit: Partnership,360610295004002,10295004002,1029500,MN01,Marble Hill-Inwood,3801,112,10,6_1,6,587,104,E095,13,7,34, , ,40.867964702,-73.9226468175,BIN DOB buildingfootprints, ,20Q4
3444,121206827,New Building,Residential,Non-Residential,3. Permitted for Construction, ,2020,0.0,0.0,0.0,0,974,0,0,0.0,1,1091592,1010000055,150,WEST   48 STREET,Empty Site,"Residential: Hotels, Dormitories (R-1)",HEREBY FILING FOR NEW 34 STORY HOTEL (R-1) BUILDING.,2019-12-23,2/19/2020 0:00:00,2020-09-03,,C6-7T,C6-5.5, , , , ,0.0,34.0, ,Private For-Profit: Corporation,360610125001006,10125001006,1012500,MN17,Midtown-Midtown South,3807,105,4,2_4,2,519,88,L004,9,3,18, , ,40.759249,-73.983374,Lat/Lon geosupport,hotel_init/nhotel_prop/notherb_init/notherb_prop/nclassa_prop,20Q4
3450,121206943,Alteration,Residential, ,3. Permitted for Construction, ,2020,0.0,0.0,0.0,0,0,122,156,0.0,1,1031763,1012100026,117,WEST   79 STREET,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),"HEREBY FILING TO REHABILITATE AN EXISTING RESIDENTIAL BUILDING. WORK INCLUDES ALL NEW FIRE RATED AND NON RATED PARTITIONS, FINISHES, APPLIANCES, FIRE RATED STAIRWELLS, NEW ELEVATOR, &amp; NEW TRASH CHUTE AS SHOWN ON DRAWINGS FILED HEREWITH.",2020-01-16,11/12/2020 0:00:00,2020-12-01,,R10A, , , , ,Yes,7.0,7.0, ,Private For-Profit: Partnership,360610165002000,10165002000,1016500,MN12,Upper West Side,3806,107,6,3_1,3,536,402,L025,11,3,20, , ,40.7824378026,-73.9759384063,BIN DOB buildingfootprints,hotel_init/nhotel_prop/notherb_init/notherb_prop/nclassa_init/nclassa_prop,20Q4
3453,121207014,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,110.0,110.0, , , , ,0.0,1,1033708,1012430055,2555,BROADWAY,Empty Site,Residential: 3 or More Units (R-2),PROPOSE TO CONSTRUCT NEW RESIDENTIAL BUILDING AS SHOWN ON DRAWINGS.,2020-01-27,6/8/2020 0:00:00,2020-11-18,,C4-6A,R10A, , , , ,0.0,19.0, ,Private For-Profit: Partnership,360610183005000,10183005000,1018300,MN12,Upper West Side,3806,107,6,3_1,3,540,402,L022,11,3,24, , ,40.7945956014,-73.9723941737,BIN DOB buildingfootprints, ,20Q4
3457,121207096,Alteration,Residential, ,3. Permitted for Construction, ,2020,49.0,50.0,1.0, , , , ,0.0,1,1056034,1018640039,412,WEST  110 STREET,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),INTERIOR RENOVATION AT 9TH FLOOR TO SUBDIVIDE ONE APARTMENT INTO TWO.,2020-01-29,6/22/2020 0:00:00,2020-06-22,,R8, , , , , ,12.0,12.0, ,Private For-Profit: Corporation,360610193005000,10193005000,1019300,MN09,Morningside Heights,3802,107,7,3_1,3,542,95,E076,11,3,24, , ,40.8018913072,-73.9619628931,BIN DOB buildingfootprints, ,20Q4
3462,121207158,Alteration,Residential,Non-Residential,3. Permitted for Construction, ,2020,30.0,30.0,0.0, , , , ,0.0,1,1077764,1005040019,202,AVENUE OF THE AMERICAS,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),RENOVATE FIRST FLOOR RETAIL SPACE. ENLARGE CELLAR. CONSTRUCT EGRESS PATH TO BE USED BY ADJACENT BUILDING.,2020-02-11,12/17/2020 0:00:00,2020-07-06,,R7-2, , , , ,Yes,6.0,6.0, ,Private For-Profit: Partnership,360610049002000,10049002000,1004900,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,102,3,2_2,2,874,94,L020,2,1,1, , ,40.7266603064,-74.0030397751,BIN DOB buildingfootprints, ,20Q4
3464,121207194,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,6.0,2.0, , , , ,0.0,1,1004483,1003760026,268,EAST    7 STREET,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),"FILING FOR APPROVAL OF ENLARGEMENT, CONVERSION AND RENOVATION OF EXISTING BUILDING, REMOVE AND INSTALL WALL, FLOORS, CEILINGS, STAIRS, ROOF.",2020-02-21,10/22/2020 0:00:00,2020-11-04,,R8B, , , , , ,4.0,6.0, ,Private For-Profit: Partnership,360610026021002,10026021002,1002602,MN28,Lower East Side,3809,103,2,1_3,1,502,81,L011,4,1,9, ,1,40.723251806,-73.9774031415,BIN DOB buildingfootprints, ,20Q4
3465,121207201,Alteration,Residential,Non-Residential,3. Permitted for Construction, ,2020,8.0,8.0,0.0, , , , ,0.0,1,1001715,1001620052,9,PELL STREET,Commercial: Not Specified (COM),Commercial: Offices (B),PROPOSED MINOR INTERIOR WORK WITH DOOR REPLACEMENT. APPLICATION FILED TO TAKE OVER WORK FILED UNDER ALT 1 #101259362 AND TO OBTAIN CERTIFICATE OF OCCUPANCY.,2020-02-25,11/6/2020 0:00:00,2020-11-06,,C6-1, , , , , ,4.0,4.0, ,Private For-Profit: Corporation,360610029003004,10029003004,1002900,MN27,Chinatown,3809,103,1,2_1,2,530,87,E009,4,1,5, , ,40.714599376,-73.9977872919,BIN DOB buildingfootprints, ,20Q4
3466,121207210,Alteration,Residential,Non-Residential,3. Permitted for Construction, ,2020,2.0,0.0,-2.0, , , , ,0.0,1,1078247,1006320030,131,CHARLES STREET,Residential: Not Specified (RES),Commercial: Offices (B),INTERIOR RENOVATION AND CONVERSION OF 2-FAMILY HOME TO COMMERCIAL OFFICE. PARTITION CHANGES TO NON-LOAD-BEARING WALLS FROM SLAB CHANGES.  NO ALTERATIONS TO EXTERIOR.,2020-02-25,7/23/2020 0:00:00,2020-07-23,,C1-6A, , , , ,Yes,3.0,3.0, ,Private For-Profit: Partnership,360610075001000,10075001000,1007500,MN23,West Village,3810,102,3,2_2,2,874,94,L005,2,1,6, , ,40.7343998401,-74.0076497872,BIN DOB buildingfootprints, ,20Q4
3469,121207283,Alteration,Residential, ,3. Permitted for Construction, ,2020,2.0,2.0,0.0, , , , ,0.0,1,1001978,1001770028,103,FRANKLIN STREET,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),"NEW CELLAR EGRESS STAIR, CHANGE OF USE AT CELLAR",2020-03-04,10/16/2020 0:00:00,2020-10-16,,C6-2A, , , , ,Yes,4.0,4.0, ,Private For-Profit: Individual,360610033002007,10033002007,1003300,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,101,1,2_2,2,818,94,E007,1,1,1, , ,40.7182586567,-74.0058095319,BIN DOB buildingfootprints, ,20Q4
3473,121207327,Alteration,Residential, ,3. Permitted for Construction, ,2020,5.0,1.0,-4.0, , , , ,0.0,1,1032093,1012130119,123,WEST   82 STREET,Residential: 3 or More Units (J-0),Residential: 1-2 Family Houses (R-3),"ARCHITECTURAL WORK FILED IN CONJUNCTION WITH RENOVATION AND HORIZONTAL ENLARGEMENT. CONVERSATION FROM A 5-FAMILY TO A SINGLE FAMILY. ASSOCIATED DOBNOW APPLICATIONS ARE AS FOLLOWS:MECHANICAL, SPRINKLER, PLUMBING.",2020-03-16,12/1/2020 0:00:00,2020-12-01,,R8B, , , , ,Yes,4.0,4.0, ,Private For-Profit: Corporation,360610169004001,10169004001,1016900,MN12,Upper West Side,3806,107,6,3_1,3,536,402,E074,11,3,20, , ,40.7845497213,-73.9751576195,BIN DOB buildingfootprints, ,20Q4
3474,121207336,Alteration,Residential, ,3. Permitted for Construction, ,2020,3.0,2.0,-1.0, , , , ,0.0,1,1061815,1020730051,528,WEST  142 STREET,Residential: 3 or More Units (R-2),Residential: 1-2 Family Houses (R-3),PROPOSED RENOVATION OF EXISTING 3-FAMILY THAT INCLUDES CHANGE OF OCCUPANCY FROM R-2 TO R-3 (2-FAMILY). RELATED DOB NOW JOB #M00330214;M00328527; M00328554,2020-03-20,12/3/2020 0:00:00,2020-12-03,,R6A, , , , , ,4.0,4.0, ,Private For-Profit: Corporation,360610225003000,10225003000,1022500,MN04,Hamilton Heights,3802,109,7,6_2,6,579,398,E080,16,6,30, , ,40.8238595523,-73.9507566533,BIN DOB buildingfootprints, ,20Q4
3477,121207390,Alteration,Residential, ,3. Permitted for Construction, ,2020,16.0,17.0,1.0, , , , ,0.0,1,1063941,1021650007,616,WEST  182 STREET,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),INTERIOR RENOVATION AT PARTIAL 4TH FLOOR TO DIVIDE ONE APARTMENT INTO TWO APARTMENTS AS PER PLANS FILED HEREWITH.,2020-03-25,7/22/2020 0:00:00,2020-07-22,,R7-2, , , , , ,5.0,5.0, ,Private For-Profit: Partnership,360610271002002,10271002002,1027100,MN35,Washington Heights North,3801,112,10,6_1,6,594,107,L045,13,7,34, , ,40.850057054,-73.9341218481,BIN DOB buildingfootprints, ,20Q4
3478,121207443,Alteration,Residential, ,3. Permitted for Construction, ,2020,8.0,9.0,1.0, , , , ,0.0,1,1050043,1015490131,354,EAST   87 STREET,Residential: 3 or More Units (J-2),Residential: 3 or More Units (R-2),FILING TO RENOVATE 3RD FLOOR EXISTING UNIT 3E AND SUBDIVIDE INTO TWO NEW APARTMENTS  3A AND 3B. AN AMENDED CERTIFICATE OF OCCUPANCY WILL BE OBTAINED. NO CHANGE TO USE EGRESS OR BUILDING BULK.,2020-04-01,11/10/2020 0:00:00,2020-11-10,,C2-8A, , , , , ,4.0,4.0, ,Private For-Profit: Corporation,360610146026000,10146026000,1014602,MN32,Yorkville,3805,108,5,2_5,2,528,93,L013,10,3,19, , ,40.7775856977,-73.9494212357,BIN DOB buildingfootprints, ,20Q4
3534,121208415,Alteration,Residential,Non-Residential,3. Permitted for Construction, ,2020,1.0,0.0,-1.0, , , , ,0.0,1,1050741,1015700046,404,EAST   91 STREET,Institutional: Day Care (I-4),Institutional: Day Care (I-4),"FILING TO INCREASE OCCUPANCY LOAD OF 2FL FOR THE SAME USE 'DAY CARE CENTER, USE GROUP 3', AND CONVERT 5FL CLASS 'A' APARTMENT TO ACCESSORY OFFICES FOR DAY CARE. AMEND EXISTING COFO.",2020-07-06,10/20/2020 0:00:00,2020-10-20,,C2-8, , , , , ,5.0,5.0, ,Private Non-Profit: Corporation,360610152004000,10152004000,1015200,MN32,Yorkville,3805,108,5,2_5,2,528,93,L043,10,3,19, , ,40.7797515467,-73.9467205639,BIN DOB buildingfootprints, ,20Q4
3537,121208451,Alteration,Residential, ,3. Permitted for Construction, ,2020,22.0,23.0,1.0, , , , ,0.0,1,1065034,1022430362,565,WEST  215 STREET,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),INTERIOR RENOVATION AT PARTIAL 4TH FLOOR TO DIVIDE ONE  APARTMENT INTO TWO APARTMENTS AS PER PLANS FILED HEREWITH.,2020-07-15,11/20/2020 0:00:00,2020-11-20,,R7-2, , , ,MIH, ,6.0,6.0, ,Private For-Profit: Partnership,360610307003000,10307003000,1030700,MN01,Marble Hill-Inwood,3801,112,10,6_1,6,587,104,E095,13,7,34, , ,40.8714001467,-73.9182261519,BIN DOB buildingfootprints, ,20Q4
